id	emotion
34122_0038_A_314	0.01311994343996048,0.061179690062999725,0.007310959976166487,0.005735103506594896,0.013231489807367325,0.02958746999502182
34122_0038_A_315	0.10769474506378174,0.09699103236198425,0.0275729913264513,0.014928211458027363,0.03688116371631622,0.05287064239382744
34122_0038_A_317	0.007837510667741299,0.0387527197599411,0.018957631662487984,0.0034515985753387213,0.016612598672509193,0.022982167080044746
34122_0038_A_318	0.013864047825336456,0.04623439535498619,0.027572521939873695,0.005734513979405165,0.016393553465604782,0.025576654821634293
34122_0039_A_319	0.0034911464899778366,0.030984560027718544,0.03044884279370308,0.5113344192504883,0.054548606276512146,0.13362115621566772
34122_0039_A_320	0.006786599289625883,0.038974080234766006,0.01015229057520628,0.15385176241397858,0.05214971303939819,0.1275152862071991
34122_0039_A_321	0.003128934185951948,0.03229251503944397,0.17130571603775024,0.034628406167030334,0.05352863669395447,0.03540266305208206
34122_0039_A_322	0.027478858828544617,0.14515748620033264,0.008395280689001083,0.04814548417925835,0.07057459652423859,0.09345734864473343
34122_0039_A_323	0.011492263525724411,0.03527584671974182,0.14222998917102814,1.0589241981506348,0.03890484571456909,0.06236660107970238
34122_0039_A_324	0.003846743842586875,0.03562192991375923,0.035871732980012894,0.012770307250320911,0.10070367157459259,0.010562758892774582
34122_0039_A_325	0.0030141291208565235,0.03130713477730751,0.01616279035806656,0.013115260750055313,0.08365494012832642,0.00681199599057436
34122_0039_A_327	0.018245559185743332,0.1755942404270172,0.010339014232158661,0.0310363806784153,0.026705700904130936,0.034714020788669586
34122_0039_A_328	0.022187910974025726,0.09605640918016434,0.011487907730042934,0.001651412108913064,0.05533139035105705,0.00684835109859705
34122_0039_A_329	0.048006825149059296,0.2572166323661804,0.01624642312526703,0.004374116659164429,0.12540701031684875,0.006936413235962391
34122_0039_A_330	0.0016258216928690672,0.005556630901992321,0.014394979923963547,0.027184952050447464,0.15758615732192993,0.026885386556386948
34122_0039_A_331	0.001962793990969658,0.014755421318113804,0.007198176346719265,0.015129880979657173,0.045074909925460815,0.009547491557896137
34122_0039_A_332	0.019096527248620987,0.12141481041908264,0.0034271166659891605,0.02392403595149517,0.02622382901608944,0.016576368361711502
34122_0039_A_333	0.032404422760009766,0.3327327370643616,0.006369423121213913,0.08899441361427307,0.01749272830784321,0.00939356628805399
34122_0039_A_334	0.0051031168550252914,0.04068370908498764,0.0050481208600103855,0.026146385818719864,0.02769622579216957,0.007473169360309839
34122_0039_A_326	0.0024923523887991905,0.02977028489112854,0.019595438614487648,0.013293903321027756,0.10323341935873032,0.007475776132196188
34122_0039_A_335	0.04288559406995773,0.1975240409374237,0.007282210513949394,0.04410136491060257,0.03321351855993271,0.050696711987257004
34122_0039_A_336	0.019985256716609,0.021367736160755157,0.014372045174241066,0.3400113582611084,0.055078744888305664,0.23429948091506958
34122_0039_A_337	0.004522294271737337,0.03229605033993721,0.013295726850628853,0.036568135023117065,0.02964957430958748,0.0880485251545906
34122_0039_A_338	0.005382264964282513,0.13354678452014923,0.05337263643741608,0.07471311837434769,0.02522238716483116,0.14294740557670593
34122_0039_A_339	0.010947853326797485,0.2760307192802429,0.10783130675554276,0.6422119140625,0.10831606388092041,0.1623537838459015
34122_0039_A_340	0.033591583371162415,0.07329680025577545,0.02050214447081089,0.4903230667114258,0.05015341192483902,0.4040352702140808
34122_0039_A_341	0.008054155856370926,0.07355046272277832,0.005741133354604244,0.032093487679958344,0.03401520475745201,0.03430619463324547
34122_0039_A_342	0.042830321937799454,0.17496643960475922,0.007043130695819855,0.04508248716592789,0.04007703810930252,0.05846995487809181
34122_0039_A_343	0.012939117848873138,0.10980778187513351,0.055598460137844086,0.027835384011268616,0.06164221465587616,0.07587457448244095
34122_0039_A_344	0.014808755367994308,0.10102774947881699,0.0056862845085561275,0.12304171919822693,0.02519359067082405,0.039386823773384094
34122_0040_A_345	0.009114441461861134,0.017401738092303276,0.050150636583566666,0.054899152368307114,0.16085487604141235,0.1182175725698471
34122_0040_A_346	0.005314661655575037,0.007021930068731308,0.04609373211860657,0.052679046988487244,0.050236042588949203,0.29303497076034546
34122_0040_A_347	0.02466398850083351,0.17977561056613922,0.01231570914387703,0.10299769043922424,0.03489375114440918,0.027219410985708237
34122_0040_A_348	0.011320527642965317,0.009378976188600063,0.014237897470593452,0.028658807277679443,0.060523755848407745,0.33207422494888306
34122_0040_A_349	0.014087231829762459,0.07316909730434418,0.012904982082545757,0.03812967240810394,0.03279499709606171,0.32431530952453613
34122_0041_A_350	0.03553971275687218,0.062005531042814255,0.002431157510727644,0.05750510096549988,0.019795693457126617,0.13534215092658997
34122_0041_A_351	0.017937391996383667,0.02648935653269291,0.00749172642827034,0.08953255414962769,0.08927276730537415,0.033743005245923996
34122_0041_A_352	0.047638095915317535,0.03296339511871338,0.010748703964054585,0.21448665857315063,0.07087225466966629,0.05061224475502968
34122_0041_A_353	0.014197164215147495,0.161110982298851,0.045070696622133255,0.2526257038116455,0.020635467022657394,0.07315149903297424
34122_0041_A_354	0.0031998162157833576,0.039853017777204514,0.03992170840501785,0.03951255604624748,0.018777238205075264,0.10237090289592743
34122_0041_A_355	0.02281978912651539,0.036203015595674515,0.018609942868351936,1.3879355192184448,0.039827845990657806,0.36060982942581177
34122_0041_A_356	0.0037449970841407776,0.05845656245946884,0.013488312251865864,0.0405578687787056,0.010633177123963833,0.10069464147090912
34122_0041_A_357	0.01792883314192295,0.0591064877808094,0.008005183190107346,0.355561226606369,0.028767209500074387,0.05271938815712929
34122_0042_A_358	0.005964505486190319,0.006663607433438301,0.01005236990749836,0.012162268161773682,0.018362771719694138,0.01970692165195942
34122_0042_A_359	0.00827921461313963,0.035621948540210724,0.005390286911278963,0.03323982656002045,0.015608989633619785,0.016187945380806923
34122_0042_A_360	0.005628224462270737,0.07615718245506287,0.035369325429201126,0.02279992774128914,0.01499425619840622,0.08685208857059479
34122_0042_A_361	0.034415408968925476,0.10528601706027985,0.008218361996114254,0.04227893799543381,0.008823154494166374,0.07231990247964859
34122_0042_A_363	0.009438839741051197,0.018416590988636017,1.310596227645874,0.031304698437452316,0.09470797330141068,0.11279008537530899
34122_0042_A_364	0.005074503365904093,0.01450447179377079,0.4336867928504944,0.20883479714393616,0.02954621985554695,0.06423439085483551
34122_0043_A_366	0.022437304258346558,0.029895056039094925,0.022273898124694824,1.2772070169448853,0.05572592094540596,0.09004927426576614
34122_0043_A_367	0.002003487665206194,0.005642198026180267,0.02439727634191513,1.401871681213379,0.10833857953548431,0.220333069562912
34122_0043_A_368	0.005940382368862629,0.011703146621584892,0.02174430340528488,2.1846489906311035,0.10311618447303772,0.11532139778137207
34122_0044_A_369	0.01687949150800705,0.014468765817582607,0.0049928538501262665,0.005107642151415348,0.015178294852375984,0.010194888338446617
34122_0044_A_370	0.013316554948687553,0.0101484265178442,0.004359115846455097,0.00620256457477808,0.02238759770989418,0.015420280396938324
34122_0042_A_362	0.035851847380399704,2.4926209449768066,0.041602566838264465,0.023887362331151962,0.02781970053911209,0.07017114013433456
34122_0044_A_371	0.010991694405674934,0.019917666912078857,0.004679861944168806,0.0072062211111187935,0.015691764652729034,0.012052307836711407
34122_0044_A_372	0.003383597359061241,0.017557021230459213,0.8228491544723511,0.038565441966056824,0.04974009841680527,0.011305507272481918
34122_0044_A_373	0.06391982734203339,0.10810436308383942,0.058617375791072845,0.11600624024868011,0.012301517650485039,0.7012954354286194
34122_0044_A_374	0.014554043300449848,0.04736597090959549,0.014864536933600903,0.06648031622171402,0.044999245554208755,0.2785033583641052
34122_0044_A_375	0.0031590519938617945,0.02380429580807686,0.29473263025283813,0.09581935405731201,0.2266899049282074,0.15790653228759766
34122_0045_A_376	0.0023381016217172146,0.0036272676661610603,0.022601576521992683,0.05719298869371414,0.4880097508430481,0.10404384881258011
34122_0045_A_377	0.0019461895572021604,0.0030775307677686214,0.02564745396375656,0.0655682235956192,0.6554165482521057,0.17371851205825806
34122_0045_A_378	0.007530775386840105,0.0055940356105566025,0.039518844336271286,0.04027993232011795,2.0827114582061768,0.3076718747615814
34122_0045_A_379	0.003738200990483165,0.023602649569511414,0.06373915821313858,0.8092144727706909,0.027031688019633293,0.014064144343137741
34122_0045_A_380	0.002492302330210805,0.004666849970817566,0.00767917837947607,0.9729328751564026,0.23417046666145325,0.12494026869535446
34122_0045_A_381	0.0021405003499239683,0.00415092334151268,0.013025933876633644,0.5057339668273926,0.64432692527771,0.14275985956192017
34122_0046_A_382	0.002024716231971979,0.01839931681752205,0.010185832157731056,0.8098527789115906,0.18699754774570465,0.060330331325531006
34122_0046_A_383	0.0030069369822740555,0.008766663260757923,0.012670367956161499,0.05080310255289078,0.19490119814872742,0.0060347216203808784
34122_0046_A_384	0.0017162447329610586,0.029581954702734947,0.041656844317913055,0.07898299396038055,0.13368842005729675,0.018871717154979706
34122_0046_A_385	0.009379738010466099,0.00872139073908329,0.06897136569023132,0.6627771258354187,0.5750807523727417,0.08591858297586441
34122_0046_A_386	0.17373600602149963,0.29415103793144226,0.03568228334188461,0.10718261450529099,0.41009628772735596,0.19168215990066528
34122_0046_A_388	0.0029699672013521194,0.0157441608607769,0.04013468325138092,0.17053382098674774,0.07887803018093109,0.3304339647293091
34122_0046_A_389	0.01117437519133091,0.024671757593750954,0.00647685956209898,0.1246909499168396,0.0761728510260582,0.023510294035077095
34122_0046_A_390	0.0034424802288413048,0.01669148914515972,0.014806646853685379,0.16404256224632263,0.06119092181324959,0.01522757951170206
34122_0046_A_391	0.0019440355245023966,0.005991313140839338,0.010617556981742382,0.057753466069698334,0.1340445727109909,0.017311636358499527
34122_0046_A_392	0.007985448464751244,0.11978866159915924,0.025012101978063583,0.08347849547863007,0.12338988482952118,0.021773383021354675
34122_0046_A_393	0.014866935089230537,0.02008683793246746,0.06574506312608719,0.397908478975296,0.10649101436138153,0.09043717384338379
34122_0046_A_394	0.004293713252991438,0.01102844625711441,0.03410933166742325,0.3072884976863861,0.3100680112838745,0.37365293502807617
34122_0046_A_395	0.010727056302130222,0.014139778912067413,0.3344375193119049,0.07010157406330109,0.5967074632644653,0.17818275094032288
34122_0046_A_396	0.0027980306185781956,0.02829211950302124,0.07125525921583176,0.46958088874816895,0.02017725072801113,0.10292279720306396
34122_0047_A_398	0.008401705883443356,0.0054869879968464375,0.009243660606443882,0.04244590550661087,0.07867007702589035,0.19089902937412262
34122_0047_A_399	0.0215550996363163,0.0383366197347641,0.01731761172413826,0.697057843208313,0.011616606265306473,0.10959195345640182
34122_0047_A_400	0.005287091247737408,0.0354311466217041,0.4134634733200073,0.8490384221076965,0.020197492092847824,0.07323767989873886
34122_0047_A_401	0.021260345354676247,0.08318264782428741,0.021594619378447533,0.08453688770532608,0.04307511821389198,0.10313859581947327
34122_0047_A_402	0.011845269240438938,0.050686828792095184,0.022928407415747643,0.10048976540565491,0.05441513657569885,0.05253735929727554
34122_0047_A_403	0.013243548572063446,0.02177601121366024,0.07755258679389954,0.3358287215232849,0.060290660709142685,0.15532872080802917
34122_0048_A_405	0.0010545776458457112,0.006326606497168541,0.014333208091557026,0.02371980994939804,0.10136548429727554,0.0646868497133255
34122_0048_A_406	0.0016711422940716147,0.004097319208085537,0.019087618216872215,0.03550078719854355,0.21582463383674622,0.03360004350543022
34122_0048_A_407	0.4305448830127716,0.2253052443265915,0.00514075206592679,0.022357210516929626,0.050014980137348175,0.3464844822883606
34122_0048_A_408	0.004920806735754013,0.016469035297632217,0.010730873793363571,0.028566256165504456,0.04539427161216736,0.03941189497709274
34122_0048_A_409	0.013066585175693035,0.01807604730129242,0.020234134048223495,0.09390327334403992,0.06810013204813004,0.06021498888731003
34122_0048_A_410	0.006944743916392326,0.009372590109705925,0.018015621230006218,0.00841933861374855,0.07429011166095734,0.022015616297721863
34122_0050_A_412	0.0024465550668537617,0.21497267484664917,0.008571484126150608,0.012169085443019867,0.006800613831728697,0.00589104276150465
34122_0051_A_413	0.011891554109752178,0.05048541724681854,0.006932639982551336,0.0038840160705149174,0.010948296636343002,0.00610561016947031
34122_0051_A_414	0.011536182835698128,0.03551816940307617,0.005593747831881046,0.005589042790234089,0.009282467886805534,0.009565502405166626
34122_0051_A_415	0.010687796398997307,0.04373287409543991,0.005844375118613243,0.004422368016093969,0.010183543898165226,0.006486527621746063
34122_0051_A_416	0.03932785615324974,0.06783992052078247,0.012112444266676903,0.009374656714498997,0.006857867818325758,0.012060617096722126
34122_0052_A_417	0.016549939289689064,0.10773157328367233,0.01918291300535202,0.03211387246847153,0.04806148260831833,0.04662886634469032
34122_0053_A_418	0.17879623174667358,0.18872912228107452,0.0025876027066260576,0.013742992654442787,0.019441023468971252,0.1315380185842514
34122_0054_A_420	0.03602970391511917,1.6244611740112305,0.00983971357345581,0.009105255827307701,0.01689480058848858,0.012583347037434578
34122_0055_A_421	0.22289937734603882,0.2998509109020233,0.021950144320726395,0.00922473706305027,0.11412422358989716,0.8158180713653564
34122_0056_A_422	0.0038408604450523853,0.016657529398798943,0.14426591992378235,0.4519730508327484,0.17472460865974426,0.06831121444702148
34122_0056_A_423	0.005412409082055092,0.011402541771531105,0.07615132629871368,0.15298932790756226,0.07522910088300705,0.03416092321276665
34122_0056_A_424	0.009167041629552841,0.040654174983501434,0.09979131817817688,0.03244655951857567,0.05970323458313942,0.03818623721599579
34122_0056_A_425	0.003325018100440502,0.04093527793884277,0.00965796783566475,0.022009991109371185,0.02835320308804512,0.01184578612446785
34122_0056_A_426	0.008888034150004387,0.021632250398397446,0.02720223180949688,0.05985744297504425,0.028012119233608246,0.022223785519599915
34122_0056_A_427	0.012660373002290726,0.13303431868553162,0.006202664226293564,0.0361204594373703,0.012059706263244152,0.05862496420741081
34122_0056_A_428	0.004639124032109976,0.016624607145786285,0.018942411988973618,0.11557426303625107,0.09510654956102371,0.08716531097888947
34122_0056_A_429	0.004249082412570715,0.03904347866773605,0.07182015478610992,0.060271330177783966,0.01151345856487751,0.036322709172964096
34122_0056_A_430	0.010511658154428005,0.03379204124212265,0.02865506149828434,1.5944206714630127,0.08444256335496902,0.0935189425945282
34122_0056_A_431	0.026203926652669907,0.21798717975616455,0.015479184687137604,0.013039533980190754,0.020685745403170586,0.07132797688245773
34122_0056_A_432	0.014507967978715897,0.11134634912014008,0.09817744791507721,0.22833551466464996,0.009022332727909088,0.04728459566831589
34122_0056_A_433	0.004112565889954567,0.04320741444826126,0.018341856077313423,0.039748452603816986,0.02586633525788784,0.009304366074502468
34122_0057_A_434	0.009808761067688465,0.008795855566859245,0.008545700460672379,0.013581284321844578,0.14120393991470337,0.11900754272937775
34122_0057_A_440	0.005628261715173721,0.02642531879246235,0.34793373942375183,0.08905914425849915,0.05817064270377159,0.05053329840302467
34122_0057_A_441	0.0025023301132023335,0.015282254666090012,0.00858541764318943,0.04997671768069267,0.029988132417201996,0.012032914906740189
34122_0058_A_442	0.0020960220135748386,0.007669443264603615,0.013927004300057888,0.022724464535713196,0.05674821883440018,0.01537376083433628
34122_0058_A_444	0.004395769443362951,0.017709065228700638,0.047058068215847015,0.056504786014556885,0.11374300718307495,0.08545304834842682
34122_0057_A_436	0.011954245157539845,0.015606413595378399,0.03278336673974991,0.011573316529393196,0.09857527166604996,0.034161146730184555
34122_0057_A_437	0.005665807984769344,0.02112978883087635,0.3022909164428711,0.049675438553094864,0.04499185085296631,0.045059267431497574
34122_0057_A_438	0.01125488430261612,0.011660588905215263,0.016870848834514618,0.4110414981842041,0.18932877480983734,0.348845899105072
34122_0057_A_439	0.006575439125299454,0.049209900200366974,0.011174296028912067,0.03430129215121269,0.03494124114513397,0.03955290466547012
34122_0058_A_445	0.01226440817117691,0.09046843647956848,0.006437473930418491,0.022166069597005844,0.009259819984436035,0.0233320239931345
34122_0058_A_446	0.0112962257117033,0.0651848092675209,0.013945294544100761,0.040774308145046234,0.020093023777008057,0.031380534172058105
34122_0058_A_447	0.007194698788225651,0.026881247758865356,0.010773081332445145,0.02699127607047558,0.004070133902132511,0.021956805139780045
34122_0058_A_448	0.08772604167461395,0.08230182528495789,0.010509726591408253,0.012174474075436592,0.0335070826113224,0.07143991440534592
34122_0058_A_449	0.09168270230293274,0.09190725535154343,0.008505054749548435,0.029669135808944702,0.01619146205484867,0.05845015123486519
34122_0058_A_450	0.005366397090256214,0.06663037091493607,0.006628097966313362,0.01939544826745987,0.007801659405231476,0.015609263442456722
34122_0058_A_451	0.006547912955284119,0.024002578109502792,0.643953800201416,0.05905232951045036,0.0866817906498909,0.040039025247097015
34122_0058_A_452	0.005808301270008087,0.028881460428237915,0.018551504239439964,0.020896906033158302,0.020363591611385345,0.04319854453206062
34122_0058_A_453	0.003409390104934573,0.0519791878759861,0.37107765674591064,0.045551955699920654,0.09719952940940857,0.03984224051237106
34122_0058_A_455	0.006954603362828493,0.03645627573132515,0.05297453701496124,0.08420094847679138,0.05830250680446625,0.07565118372440338
34122_0058_A_456	0.014262302778661251,0.061196260154247284,0.0036330940201878548,0.058960575610399246,0.010528510436415672,0.06516425311565399
34122_0058_A_457	0.0020145734306424856,0.02383042499423027,0.01744137331843376,1.242940902709961,0.03795304894447327,0.09364179521799088
34122_0059_A_458	0.07302412390708923,0.01076285820454359,0.007060626056045294,0.0059407842345535755,0.038142796605825424,0.2721341848373413
34122_0059_A_459	0.015532608143985271,0.01724807359278202,0.006144545041024685,0.009491542354226112,0.006783713586628437,0.016539301723241806
34122_0059_A_460	0.02366853877902031,0.06301653385162354,0.13591647148132324,0.3967428207397461,0.01844005659222603,0.11256997287273407
34122_0059_A_461	0.016500554978847504,0.015606553293764591,0.1360810250043869,0.09574650228023529,0.12407904863357544,0.16587130725383759
34122_0059_A_462	0.025339491665363312,0.0989481657743454,0.006494399160146713,0.019272470846772194,0.0113231735303998,0.02753262408077717
34122_0059_A_464	0.05859006196260452,0.11388999223709106,0.00833654124289751,0.027155820280313492,0.0270107202231884,0.08825387060642242
34122_0059_A_465	0.0044959173537790775,0.027077607810497284,0.027607716619968414,0.09216112643480301,0.0894211009144783,0.258715957403183
34122_0060_A_466	0.05866696685552597,1.1686924695968628,0.013095524162054062,0.009905312210321426,0.020114809274673462,0.021938208490610123
34122_0060_A_467	0.0060792043805122375,0.04350145906209946,0.008331678807735443,0.017993543297052383,0.019266372546553612,0.02608761191368103
34122_0060_A_468	0.0220868531614542,0.3244096040725708,0.008649244904518127,0.02895631268620491,0.006277292966842651,0.034740567207336426
34122_0060_A_469	0.012040236964821815,0.014198962599039078,0.014039121568202972,0.023196406662464142,0.06547828018665314,0.01323120016604662
34122_0060_A_470	0.0026709181256592274,0.04593159258365631,0.015650099143385887,0.026201974600553513,0.01272059790790081,0.020915290340781212
34122_0060_A_471	0.17879623174667358,0.18872912228107452,0.0025876027066260576,0.013742992654442787,0.019441023468971252,0.1315380185842514
34122_0060_A_472	0.007837949320673943,0.020979711785912514,0.02630380168557167,0.19546788930892944,0.16442087292671204,0.16087159514427185
34122_0060_A_473	0.012424463406205177,0.01842709258198738,0.006034594960510731,0.09573054313659668,0.01688416488468647,0.15259522199630737
34122_0060_A_475	0.006474323105067015,0.03981572389602661,0.06781938672065735,0.6448994874954224,0.04337601736187935,0.04161987826228142
34122_0060_A_476	0.0038114734925329685,0.017652148380875587,0.4955447316169739,0.27248841524124146,0.023371655493974686,0.09792262315750122
34122_0060_A_477	0.014636799693107605,0.02382814697921276,0.040631040930747986,0.39091864228248596,0.04391065239906311,0.024722272530198097
34122_0060_A_478	0.0751754567027092,0.40988343954086304,0.024606669321656227,0.03840296342968941,0.04413822293281555,0.03512485325336456
34122_0060_A_479	0.023715253919363022,0.23486767709255219,0.01307162269949913,0.016857000067830086,0.012604283168911934,0.042397841811180115
34122_0060_A_480	0.020403984934091568,0.12453091144561768,0.026854215189814568,0.019506368786096573,0.007324935868382454,0.021126559004187584
34122_0060_A_481	0.0084304790943861,0.3265228867530823,0.012371575459837914,0.09010282903909683,0.028853856027126312,0.013378134928643703
34122_0060_A_482	0.04485870152711868,2.527378559112549,0.07452838867902756,0.019262276589870453,0.021327245980501175,0.0228666290640831
34122_0061_A_484	0.0062813833355903625,0.08517077565193176,0.004454701207578182,0.030600260943174362,0.006558401510119438,0.021225115284323692
34122_0061_A_486	0.002320038853213191,0.040750112384557724,0.007708166725933552,0.04715036600828171,0.009850948117673397,0.019007902592420578
34122_0061_A_487	0.003062100149691105,0.014738166704773903,0.008096633478999138,0.07012418657541275,0.025409329682588577,0.018861159682273865
34122_0061_A_488	0.002679593628272414,0.016084622591733932,0.008821205236017704,0.034467797726392746,0.032861046493053436,0.0390096977353096
34122_0061_A_489	0.013205528259277344,0.03043534979224205,0.00471303379163146,0.17054185271263123,0.01595315709710121,0.05777512863278389
34122_0061_A_490	0.003670519683510065,0.025517664849758148,0.007482417393475771,0.03344949707388878,0.015600662678480148,0.02051994949579239
34122_0061_A_491	0.008029917255043983,0.04326557368040085,0.006101050414144993,0.08903715014457703,0.01298762857913971,0.007814460434019566
34122_0061_A_492	0.044667236506938934,0.1557476818561554,0.0041106510907411575,0.14661645889282227,0.011200746521353722,0.06947120279073715
34122_0061_A_493	0.003388551529496908,0.019715914502739906,0.27071964740753174,0.16552740335464478,0.027519917115569115,0.021526018157601357
34122_0061_A_494	0.051164865493774414,0.900976300239563,0.009027313441038132,0.018793102353811264,0.012415939942002296,0.05250013619661331
34122_0061_A_495	0.008429337292909622,0.09974716603755951,0.08647223562002182,0.06664401292800903,0.00944273080676794,0.008358522318303585
34122_0061_A_496	0.009695840999484062,0.03781536966562271,0.011682110838592052,0.14794807136058807,0.030261872336268425,0.014941767789423466
34122_0061_A_497	0.013147353194653988,0.039105672389268875,0.01666233316063881,0.3785267472267151,0.02618996426463127,0.014513567090034485
34122_0061_A_498	0.019026391208171844,0.023409336805343628,0.026761341840028763,0.3234855532646179,0.1970750391483307,0.17116060853004456
34122_0061_A_499	0.010948467999696732,0.05741855129599571,0.008439937606453896,0.007984963245689869,0.020654812455177307,0.0196642205119133
34122_0061_A_500	0.02124004438519478,0.1283181756734848,0.012353688478469849,0.012812944129109383,0.022176289930939674,0.03551473468542099
34122_0061_A_501	0.27420368790626526,0.19031000137329102,0.00617833249270916,0.06370638310909271,0.01759181171655655,0.09663853794336319
34122_0061_A_502	0.015148347243666649,0.034661099314689636,0.13708439469337463,0.895068347454071,0.04264718294143677,0.06728805601596832
34122_0061_A_503	0.01820044219493866,0.0644998773932457,0.042095381766557693,0.38779497146606445,0.05218571797013283,0.08223390579223633
34122_0061_A_504	0.01210634782910347,0.11643493920564651,0.01322522759437561,0.05108135938644409,0.012951311655342579,0.010615897364914417
34122_0061_A_505	0.008403303101658821,0.16755837202072144,0.02851095423102379,0.2260776311159134,0.018825169652700424,0.1040085107088089
34122_0061_A_506	0.007591358385980129,0.024326618760824203,0.025643985718488693,0.6957473754882812,0.018126288428902626,0.03438946232199669
34122_0061_A_507	0.007130133919417858,0.009326310828328133,0.01578979752957821,0.021848371252417564,0.19256752729415894,0.01881755329668522
34122_0061_A_508	0.014101279899477959,0.04329864680767059,0.02671961300075054,0.7834491729736328,0.017231736332178116,0.0303029827773571
34122_0061_A_509	0.004438101314008236,0.039684392511844635,0.1292790174484253,0.3776004910469055,0.029653437435626984,0.045188058167696
34122_0061_A_510	0.005084129050374031,0.0334232896566391,0.012935498729348183,0.08832693099975586,0.015272913500666618,0.07778532803058624
34122_0061_A_511	0.002676785457879305,0.02287793718278408,0.020297635346651077,0.03403317183256149,0.020641827955842018,0.01873178221285343
34122_0061_A_512	0.029918618500232697,0.08535448461771011,0.07400551438331604,0.08515672385692596,0.23531430959701538,0.0464760847389698
34122_0061_A_513	0.004221333656460047,0.016036847606301308,0.016383221372961998,1.2501516342163086,0.05121738463640213,0.05958094447851181
34122_0061_A_514	0.04978623241186142,0.2356579452753067,0.004319867584854364,0.024096189066767693,0.021008122712373734,0.014368138276040554
34122_0061_A_515	0.15497547388076782,0.12988623976707458,0.008908259682357311,0.14930343627929688,0.12673018872737885,0.09133017808198929
34122_0061_A_516	0.20908476412296295,2.1149954795837402,0.016638953238725662,0.0032033114694058895,0.014018143527209759,0.03188604488968849
34122_0061_A_517	0.09508097916841507,1.8540077209472656,0.014192488044500351,0.0032382498029619455,0.011424814350903034,0.02168836072087288
34122_0062_A_519	0.005169817712157965,0.10578067600727081,0.010362057015299797,0.01967562735080719,0.010312610305845737,0.006270863115787506
34122_0062_A_520	0.020650804042816162,0.07430660724639893,0.004781943745911121,0.017091399058699608,0.0262337327003479,0.00637410394847393
34122_0062_A_521	0.015232658945024014,0.11424142122268677,0.004266193602234125,0.03935007005929947,0.00986646581441164,0.13559965789318085
34122_0062_A_522	0.034642040729522705,0.08717754483222961,0.003049887251108885,0.014849543571472168,0.009432174265384674,0.01693873293697834
34122_0062_A_523	0.00734768807888031,0.18736328184604645,0.005188385955989361,0.12690722942352295,0.015467961318790913,0.02387416921555996
34122_0062_A_524	0.08169419318437576,0.06552210450172424,0.018945779651403427,0.07480869442224503,0.06052378565073013,0.052329171448946
34122_0062_A_525	0.004167285747826099,0.0697588250041008,0.02001289650797844,0.26017510890960693,0.018108049407601357,0.06561565399169922
34122_0062_A_526	0.012560471892356873,0.06193684786558151,0.009096741676330566,0.03183231130242348,0.0296311154961586,0.031186096370220184
34122_0063_A_527	0.004263953305780888,0.011200640350580215,0.0029967259615659714,0.008470049127936363,0.01659635454416275,0.003828390035778284
34122_0063_A_528	0.004015524871647358,0.012642255052924156,0.0034624855034053326,0.011314984411001205,0.013800462707877159,0.0027570961974561214
34122_0063_A_529	0.04042855277657509,0.15046702325344086,0.0028844696935266256,0.06934065371751785,0.009662625379860401,0.031944386661052704
34122_0063_A_530	0.11305593699216843,0.9934456944465637,0.46498966217041016,0.010468164458870888,0.22521919012069702,0.3175913989543915
34122_0063_A_532	0.011532879434525967,0.016452742740511894,0.009240527637302876,0.0049146427772939205,0.10169874131679535,0.03701993077993393
34122_0063_A_533	0.004162228666245937,0.016282906755805016,0.012367453426122665,0.006541339214891195,0.07948844879865646,0.03481309860944748
34122_0063_A_534	0.011757023632526398,0.040410108864307404,0.40070170164108276,0.2779075801372528,0.039568375796079636,0.041469473391771317
34122_0063_A_535	0.014414714649319649,0.0171540305018425,0.007744539063423872,0.030923210084438324,0.09759646654129028,0.025517508387565613
34122_0063_A_536	0.017392855137586594,0.01944391429424286,0.006955578923225403,0.05717906355857849,0.07386966049671173,0.01810358837246895
34122_0063_A_537	0.023480545729398727,0.13219493627548218,0.007187874522060156,0.026700980961322784,0.007028333842754364,0.06192497909069061
34122_0063_A_538	0.011796793900430202,0.05628175288438797,0.20335093140602112,0.03434784337878227,0.06455105543136597,0.048129722476005554
34122_0063_A_539	0.008504237979650497,0.0192974042147398,0.05170954763889313,0.04797055572271347,0.07780304551124573,0.17511704564094543
34122_0063_A_540	0.0060792043805122375,0.04350145906209946,0.008331678807735443,0.017993543297052383,0.019266372546553612,0.02608761191368103
34122_0063_A_541	0.10005757212638855,0.12321321666240692,0.007070900872349739,0.04015456512570381,0.04496457427740097,0.12187230587005615
34122_0063_A_542	0.012856869027018547,0.013816755264997482,0.006616960279643536,0.03313194215297699,0.042943019419908524,0.04080713540315628
34122_0063_A_543	0.010756336152553558,0.020968658849596977,0.004877361934632063,0.07462932169437408,0.02946774661540985,0.025576196610927582
34122_0063_A_544	0.009454412385821342,0.020137831568717957,0.014337889850139618,0.01373126171529293,0.1415548473596573,0.11673257499933243
34122_0063_A_545	0.009302591904997826,0.017463596537709236,0.15807050466537476,0.16729092597961426,0.09111158549785614,0.28517061471939087
34122_0063_A_546	0.00459075765684247,0.007368569262325764,0.06289972364902496,0.14812174439430237,0.11197017878293991,0.22413504123687744
34122_0063_A_547	0.0028271637856960297,0.005075329914689064,0.014142301864922047,0.11853449046611786,0.08095153421163559,0.08950883895158768
